query,query_group,mode,rank,image_id,score,semantic_score,object_score,keyword_score,file_path,keywords,detected_objects,ai_description,latency_ms,weak_relevance
car,object_like,qdrant_keyword_object,9,I1sF8NVAtf8,0.256535868269684,0.256535868269684,0.0,0.0,data\unsplash-lite\images\I1sF8NVAtf8.jpg,"[""automobile"", ""car"", ""chrome"", ""classic"", ""detail"", ""glass"", ""grill"", ""headlight"", ""light"", ""logo"", ""mercury"", ""metal"", ""oldtimer"", ""outdoor"", ""road"", ""street"", ""sun"", ""symbol"", ""trademark"", ""transportation"", ""vehicel"", ""vehicle"", ""white""]","[""car""]",close-up photography of vehicle hood,514.5786999928532,2
car,object_like,qdrant_keyword_object,10,7XOij6KNUXI,0.2564596229708743,0.2564596229708743,0.0,0.0,data\unsplash-lite\images\7XOij6KNUXI.jpg,"[""art"", ""automobile"", ""blossom"", ""cabriolet"", ""car"", ""flower"", ""flower arrangement"", ""flower bouquet"", ""ikebana"", ""jar"", ""ornament"", ""plant"", ""pottery"", ""reflections"", ""roll's royce"", ""sunlight"", ""transportation"", ""vase"", ""vehicle"", ""wedding""]","[""car""]",pink and white flowers on black car,514.5786999928532,2
car,object_like,qdrant_object_rerank,1,84JNi-0BkAQ,0.5742782084535974,0.27617379656354984,1.0,1.0,data\unsplash-lite\images\84JNi-0BkAQ.jpg,"[""alloy wheel"", ""automobile"", ""blue"", ""camaero"", ""car"", ""car wheel"", ""cars"", ""chevrolet"", ""chevy"", ""coupe"", ""desert"", ""dirt road"", ""freeway"", ""gravel"", ""ground"", ""highway"", ""machine"", ""mustang"", ""nature"", ""offroad"", ""outdoors"", ""plateau"", ""race car"", ""rally"", ""road"", ""sand"", ""sedan"", ""sky"", ""soil"", ""spoke"", ""sports car"", ""suv"", ""tire"", ""transportation"", ""vehicle"", ""wallpaper"", ""wheel""]","[""boat"", ""car""]",blue car parked beside rock formation,139.70790000166744,2
car,object_like,qdrant_object_rerank,2,pl1Pp-mDzfw,0.5721397305733517,0.27142162349633703,1.0,1.0,data\unsplash-lite\images\pl1Pp-mDzfw.jpg,"[""asphalt"", ""automobile"", ""car"", ""crowd"", ""flare"", ""fog"", ""freeway"", ""laser"", ""led"", ""light"", ""lighting"", ""nature"", ""road"", ""spotlight"", ""stage"", ""tarmac"", ""transportation"", ""vehicle""]","[""car""]",vehicle on road,139.70790000166744,2
car,object_like,qdrant_object_rerank,3,fsBOigltAQc,0.570107473312461,0.26690549624991355,1.0,1.0,data\unsplash-lite\images\fsBOigltAQc.jpg,"[""alloy wheel"", ""astronomy"", ""automobile"", ""camping"", ""car"", ""car wheel"", ""coupe"", ""forest"", ""galaxy"", ""leisure activities"", ""light"", ""machine"", ""mountain tent"", ""nature"", ""night"", ""night photography"", ""night sky"", ""nightsky"", ""oregon"", ""outdoors"", ""outer space"", ""pnw"", ""sony"", ""space"", ""spoke"", ""sports car"", ""starry sky"", ""stars"", ""subaru"", ""tent"", ""tire"", ""transportation"", ""universe"", ""usa"", ""vehicle"", ""wheel""]","[""car""]",white car in the middle of forest during night time,139.70790000166744,2
car,object_like,qdrant_object_rerank,4,OSbw1oA6Mjo,0.5683741654117446,0.26305370091498786,1.0,1.0,data\unsplash-lite\images\OSbw1oA6Mjo.jpg,"[""asphalt"", ""automobile"", ""car"", ""fashion"", ""gas station"", ""indoors"", ""interior design"", ""lamp post"", ""led"", ""light"", ""lighting"", ""machine"", ""night life"", ""premiere"", ""pump"", ""red carpet"", ""red carpet premiere"", ""road"", ""spotlight"", ""tarmac"", ""transportation"", ""vehicle""]","[""car""]",empty road with blacklight,139.70790000166744,2
car,object_like,qdrant_object_rerank,5,AA0wrFduukA,0.5681704972874797,0.2626011050832882,1.0,1.0,data\unsplash-lite\images\AA0wrFduukA.jpg,"[""alloy wheel"", ""automobile"", ""car"", ""car wheel"", ""coupe"", ""machine"", ""mustang"", ""plant"", ""spoke"", ""sports car"", ""tire"", ""transportation"", ""vehicle"", ""wheel"", ""windshield""]","[""car"", ""truck""]",parked black sedan,139.70790000166744,2
car,object_like,qdrant_object_rerank,6,bT8AbTBh2Eo,0.5673890646052075,0.2608645880115725,1.0,1.0,data\unsplash-lite\images\bT8AbTBh2Eo.jpg,"[""alloy wheel"", ""antique car"", ""automobile"", ""beatle"", ""bench"", ""black and white"", ""building"", ""car"", ""car wheel"", ""coupe"", ""furniture"", ""home decor"", ""hot rod"", ""hubcap"", ""jaguar car"", ""machine"", ""model t"", ""old timey"", ""path"", ""sedan"", ""spoke"", ""sports car"", ""tire"", ""transportation"", ""urban"", ""vehicle"", ""vintage"", ""wheel"", ""window""]","[""bench"", ""car""]",gray Volkswagen Beetle on road,139.70790000166744,2
car,object_like,qdrant_object_rerank,7,tBTOdkeTn8s,0.5668655326134382,0.25970118358541827,1.0,1.0,data\unsplash-lite\images\tBTOdkeTn8s.jpg,"[""arcade game machine"", ""asphalt"", ""automobile"", ""car"", ""car mirror"", ""car wash"", ""car wheel"", ""coupe"", ""dj"", ""driving"", ""flare"", ""headlight"", ""laser"", ""led"", ""light"", ""lighting"", ""lights"", ""machine"", ""make out"", ""mirror"", ""reflection"", ""spoke"", ""sports car"", ""spotlight"", ""tarmac"", ""tire"", ""transportation"", ""vehicle"", ""wheel""]","[""car""]",red car on the road during night time,139.70790000166744,2
car,object_like,qdrant_object_rerank,8,YKQawNUINXA,0.5656419176631282,0.25698203925139607,1.0,1.0,data\unsplash-lite\images\YKQawNUINXA.jpg,"[""advertisement"", ""advertising"", ""antique"", ""antique car"", ""automobile"", ""beach"", ""beaten"", ""berlin"", ""car"", ""caravan"", ""classic"", ""cup"", ""europe"", ""germany"", ""land vehicle"", ""motor vehicle"", ""old"", ""pickup truck"", ""rust"", ""sedan"", ""street"", ""surfer"", ""traffic"", ""transportation"", ""truck"", ""van"", ""vehicle"", ""wheel""]","[""car"", ""truck""]",vintage brown and white Ford single-cab pickup truck parked on pavements,139.70790000166744,2
car,object_like,qdrant_object_rerank,9,I1sF8NVAtf8,0.5654411407213578,0.256535868269684,1.0,1.0,data\unsplash-lite\images\I1sF8NVAtf8.jpg,"[""automobile"", ""car"", ""chrome"", ""classic"", ""detail"", ""glass"", ""grill"", ""headlight"", ""light"", ""logo"", ""mercury"", ""metal"", ""oldtimer"", ""outdoor"", ""road"", ""street"", ""sun"", ""symbol"", ""trademark"", ""transportation"", ""vehicel"", ""vehicle"", ""white""]","[""car""]",close-up photography of vehicle hood,139.70790000166744,2
car,object_like,qdrant_object_rerank,10,7XOij6KNUXI,0.5654068303368934,0.2564596229708743,1.0,1.0,data\unsplash-lite\images\7XOij6KNUXI.jpg,"[""art"", ""automobile"", ""blossom"", ""cabriolet"", ""car"", ""flower"", ""flower arrangement"", ""flower bouquet"", ""ikebana"", ""jar"", ""ornament"", ""plant"", ""pottery"", ""reflections"", ""roll's royce"", ""sunlight"", ""transportation"", ""vase"", ""vehicle"", ""wedding""]","[""car""]",pink and white flowers on black car,139.70790000166744,2
dog,object_like,qdrant_semantic,1,TLhu3-84jT4,0.28321235507867015,0.28321235507867015,0.0,0.0,data\unsplash-lite\images\TLhu3-84jT4.jpg,"[""accessories"", ""accessory"", ""animal"", ""beagle"", ""blanket"", ""bookcase"", ""brick"", ""canine"", ""carnivoran"", ""collar"", ""coller"", ""contrast"", ""corridor"", ""dobermann"", ""dog"", ""dog breed"", ""dog like mammal"", ""dramatic"", ""fireplace"", ""furniture"", ""german shepherd"", ""glasses"", ""guard dog"", ""hound"", ""indoors"", ""labrador retriever"", ""light"", ""lip"", ""mammal"", ""manchester terrier"", ""mouth"", ""nature"", ""necktie"", ""outdoors"", ""pet"", ""pez dispenser"", ""pinscher"", ""pointer"", ""portrait"", ""puppy"", ""shadow"", ""snout"", ""tie"", ""whiskers""]","[""dog""]",black and brown dog photography,112.63629999302793,2
dog,object_like,qdrant_semantic,2,HrmcbJY0WbE,0.27774863459267035,0.27774863459267035,0.0,0.0,data\unsplash-lite\images\HrmcbJY0WbE.jpg,"[""animal"", ""blue"", ""canine"", ""cute"", ""dog"", ""domestic"", ""eyes"", ""fur"", ""happy"", ""husky"", ""mammal"", ""nature"", ""paws"", ""pet"", ""portrait"", ""puppy"", ""sharp"", ""snout"", ""vertical"", ""wallpaper"", ""wild"", ""wildlife"", ""wolf"", ""wolves""]","[""dog""]",brown and white Siberian husky close-up photo,112.63629999302793,2
dog,object_like,qdrant_semantic,3,ROJLfAbL1Ig,0.27563686907650775,0.27563686907650775,0.0,0.0,data\unsplash-lite\images\ROJLfAbL1Ig.jpg,"[""animal"", ""back"", ""brick"", ""canine"", ""car wheel"", ""dog"", ""great dane"", ""hound"", ""machine"", ""mammal"", ""nature"", ""outdoors"", ""pet"", ""pointer"", ""police dog"", ""slate"", ""snout"", ""sphere"", ""spoke"", ""strap"", ""tire"", ""weather"", ""wheel""]","[""dog""]",close-up photography of adult Doberman pinscher,112.63629999302793,2
dog,object_like,qdrant_semantic,4,oCJuJQqvCzc,0.2754279457567899,0.2754279457567899,0.0,0.0,data\unsplash-lite\images\oCJuJQqvCzc.jpg,"[""animal"", ""animal backgrounds"", ""animal wallpapers"", ""backgrounds"", ""black background"", ""canine"", ""cocker spaniel"", ""dog"", ""domestic animal"", ""glamor shot"", ""golden"", ""golden retriever"", ""happy"", ""labrador"", ""lip"", ""mammal"", ""mans best friend"", ""mouth"", ""nose"", ""pet"", ""portrait"", ""puppy"", ""reflective"", ""retriever"", ""smile"", ""spaniel"", ""tongue"", ""vertebrate"", ""wallpaper""]","[""dog""]",short-coated brown dog showing tongue,112.63629999302793,2
dog,object_like,qdrant_semantic,5,Jr_DkO3Ow14,0.27525659386696594,0.27525659386696594,0.0,0.0,data\unsplash-lite\images\Jr_DkO3Ow14.jpg,"[""animal"", ""big"", ""black"", ""bowl"", ""canine"", ""collie"", ""deutscher schäfer"", ""dog"", ""german shepherd"", ""hardwood"", ""hund"", ""husky"", ""mammal"", ""natur"", ""nature"", ""pet"", ""puppy"", ""race"", ""rasse"", ""schwarz"", ""shelf"", ""snout"", ""tier"", ""wildlife"", ""wolf"", ""wood""]","[""dog""]",black and tan Belgian dog,112.63629999302793,2
dog,object_like,qdrant_semantic,6,UzO4kgBMCv4,0.2748657633334687,0.2748657633334687,0.0,0.0,data\unsplash-lite\images\UzO4kgBMCv4.jpg,"[""american staffordshire terrier"", ""animal"", ""black"", ""black dog"", ""bulldog"", ""canine"", ""creature"", ""dark"", ""darkness"", ""dog"", ""doggy"", ""french bulldog"", ""front"", ""german shepherd"", ""labrador retriever"", ""lyla"", ""mammal"", ""pant"", ""pet"", ""pitbull"", ""portrait"", ""puppy"", ""tongue"", ""vertebrate""]","[""dog""]",short-coated black and white dog,112.63629999302793,2
dog,object_like,qdrant_semantic,7,T7wpzGFawUo,0.27442364445702433,0.27442364445702433,0.0,0.0,data\unsplash-lite\images\T7wpzGFawUo.jpg,"[""animal"", ""animal portrait"", ""canine"", ""cocker spaniel"", ""collie"", ""dog"", ""dog photo"", ""dog photos"", ""dog portrait"", ""doggo"", ""eskimo dog"", ""german shepard"", ""german shepard puppy"", ""german shepherd"", ""golden retriever"", ""husky"", ""labrador retriever"", ""lip"", ""mammal"", ""moody"", ""mouth"", ""newfoundland"", ""pet"", ""photo"", ""photography"", ""puppies"", ""puppy"", ""snout"", ""spaniel"", ""teeth"", ""white dog"", ""wildlife"", ""wolf""]",[],black dog,112.63629999302793,1
dog,object_like,qdrant_semantic,8,yCKKd37OsgI,0.27435042684432115,0.27435042684432115,0.0,0.0,data\unsplash-lite\images\yCKKd37OsgI.jpg,"[""animal"", ""canine"", ""chow"", ""dog"", ""mammal"", ""pet""]","[""teddy bear""]",person carrying dog,112.63629999302793,1
dog,object_like,qdrant_semantic,9,KZv7w34tluA,0.2738027547528842,0.2738027547528842,0.0,0.0,data\unsplash-lite\images\KZv7w34tluA.jpg,"[""animal"", ""blur"", ""bokeh"", ""canine"", ""chill"", ""chow"", ""chow chow"", ""companion dog"", ""cone"", ""cool"", ""costume"", ""cute"", ""dog"", ""dog breed"", ""dog breed group"", ""dog like mammal"", ""doggy"", ""eurasier"", ""fun"", ""funny"", ""fur"", ""gafas"", ""golden retriever"", ""mammal"", ""perro"", ""perro con gafas"", ""pet"", ""pomeranian"", ""pooch"", ""portrait"", ""pup"", ""puppy"", ""shades"", ""snout"", ""sunglasses""]","[""dog"", ""tv""]",long-coated brown dog,112.63629999302793,2
dog,object_like,qdrant_semantic,10,LPNF9O-jlT4,0.2737153802032925,0.2737153802032925,0.0,0.0,data\unsplash-lite\images\LPNF9O-jlT4.jpg,"[""accessories"", ""accessory"", ""adorable"", ""animal"", ""appenzeller"", ""australian shepard"", ""back"", ""blue heeler"", ""brick"", ""canine"", ""cattle dog"", ""chihuahua"", ""cocker spaniel"", ""collie"", ""dark"", ""dog"", ""doggo"", ""dogs"", ""flare"", ""german shepard"", ""goggles"", ""hound"", ""leash"", ""light"", ""mammal"", ""moody"", ""nature"", ""newfoundland"", ""outdoors"", ""papillon"", ""pet"", ""pointer"", ""puppies"", ""puppy"", ""sand"", ""shepard"", ""snout"", ""spaniel"", ""strap"", ""terrier"", ""water""]","[""dog""]",black dog walking,112.63629999302793,2
dog,object_like,qdrant_keyword,1,TLhu3-84jT4,0.28321235507867015,0.28321235507867015,0.0,0.0,data\unsplash-lite\images\TLhu3-84jT4.jpg,"[""accessories"", ""accessory"", ""animal"", ""beagle"", ""blanket"", ""bookcase"", ""brick"", ""canine"", ""carnivoran"", ""collar"", ""coller"", ""contrast"", ""corridor"", ""dobermann"", ""dog"", ""dog breed"", ""dog like mammal"", ""dramatic"", ""fireplace"", ""furniture"", ""german shepherd"", ""glasses"", ""guard dog"", ""hound"", ""indoors"", ""labrador retriever"", ""light"", ""lip"", ""mammal"", ""manchester terrier"", ""mouth"", ""nature"", ""necktie"", ""outdoors"", ""pet"", ""pez dispenser"", ""pinscher"", ""pointer"", ""portrait"", ""puppy"", ""shadow"", ""snout"", ""tie"", ""whiskers""]","[""dog""]",black and brown dog photography,491.56770000990946,2
dog,object_like,qdrant_keyword,2,HrmcbJY0WbE,0.27774863459267035,0.27774863459267035,0.0,0.0,data\unsplash-lite\images\HrmcbJY0WbE.jpg,"[""animal"", ""blue"", ""canine"", ""cute"", ""dog"", ""domestic"", ""eyes"", ""fur"", ""happy"", ""husky"", ""mammal"", ""nature"", ""paws"", ""pet"", ""portrait"", ""puppy"", ""sharp"", ""snout"", ""vertical"", ""wallpaper"", ""wild"", ""wildlife"", ""wolf"", ""wolves""]","[""dog""]",brown and white Siberian husky close-up photo,491.56770000990946,2
dog,object_like,qdrant_keyword,3,ROJLfAbL1Ig,0.27563686907650775,0.27563686907650775,0.0,0.0,data\unsplash-lite\images\ROJLfAbL1Ig.jpg,"[""animal"", ""back"", ""brick"", ""canine"", ""car wheel"", ""dog"", ""great dane"", ""hound"", ""machine"", ""mammal"", ""nature"", ""outdoors"", ""pet"", ""pointer"", ""police dog"", ""slate"", ""snout"", ""sphere"", ""spoke"", ""strap"", ""tire"", ""weather"", ""wheel""]","[""dog""]",close-up photography of adult Doberman pinscher,491.56770000990946,2
dog,object_like,qdrant_keyword,4,oCJuJQqvCzc,0.2754279457567899,0.2754279457567899,0.0,0.0,data\unsplash-lite\images\oCJuJQqvCzc.jpg,"[""animal"", ""animal backgrounds"", ""animal wallpapers"", ""backgrounds"", ""black background"", ""canine"", ""cocker spaniel"", ""dog"", ""domestic animal"", ""glamor shot"", ""golden"", ""golden retriever"", ""happy"", ""labrador"", ""lip"", ""mammal"", ""mans best friend"", ""mouth"", ""nose"", ""pet"", ""portrait"", ""puppy"", ""reflective"", ""retriever"", ""smile"", ""spaniel"", ""tongue"", ""vertebrate"", ""wallpaper""]","[""dog""]",short-coated brown dog showing tongue,491.56770000990946,2
dog,object_like,qdrant_keyword,5,Jr_DkO3Ow14,0.27525659386696594,0.27525659386696594,0.0,0.0,data\unsplash-lite\images\Jr_DkO3Ow14.jpg,"[""animal"", ""big"", ""black"", ""bowl"", ""canine"", ""collie"", ""deutscher schäfer"", ""dog"", ""german shepherd"", ""hardwood"", ""hund"", ""husky"", ""mammal"", ""natur"", ""nature"", ""pet"", ""puppy"", ""race"", ""rasse"", ""schwarz"", ""shelf"", ""snout"", ""tier"", ""wildlife"", ""wolf"", ""wood""]","[""dog""]",black and tan Belgian dog,491.56770000990946,2
dog,object_like,qdrant_keyword,6,UzO4kgBMCv4,0.2748657633334687,0.2748657633334687,0.0,0.0,data\unsplash-lite\images\UzO4kgBMCv4.jpg,"[""american staffordshire terrier"", ""animal"", ""black"", ""black dog"", ""bulldog"", ""canine"", ""creature"", ""dark"", ""darkness"", ""dog"", ""doggy"", ""french bulldog"", ""front"", ""german shepherd"", ""labrador retriever"", ""lyla"", ""mammal"", ""pant"", ""pet"", ""pitbull"", ""portrait"", ""puppy"", ""tongue"", ""vertebrate""]","[""dog""]",short-coated black and white dog,491.56770000990946,2
dog,object_like,qdrant_keyword,7,T7wpzGFawUo,0.27442364445702433,0.27442364445702433,0.0,0.0,data\unsplash-lite\images\T7wpzGFawUo.jpg,"[""animal"", ""animal portrait"", ""canine"", ""cocker spaniel"", ""collie"", ""dog"", ""dog photo"", ""dog photos"", ""dog portrait"", ""doggo"", ""eskimo dog"", ""german shepard"", ""german shepard puppy"", ""german shepherd"", ""golden retriever"", ""husky"", ""labrador retriever"", ""lip"", ""mammal"", ""moody"", ""mouth"", ""newfoundland"", ""pet"", ""photo"", ""photography"", ""puppies"", ""puppy"", ""snout"", ""spaniel"", ""teeth"", ""white dog"", ""wildlife"", ""wolf""]",[],black dog,491.56770000990946,1
dog,object_like,qdrant_keyword,8,yCKKd37OsgI,0.27435042684432115,0.27435042684432115,0.0,0.0,data\unsplash-lite\images\yCKKd37OsgI.jpg,"[""animal"", ""canine"", ""chow"", ""dog"", ""mammal"", ""pet""]","[""teddy bear""]",person carrying dog,491.56770000990946,1
dog,object_like,qdrant_keyword,9,KZv7w34tluA,0.2738027547528842,0.2738027547528842,0.0,0.0,data\unsplash-lite\images\KZv7w34tluA.jpg,"[""animal"", ""blur"", ""bokeh"", ""canine"", ""chill"", ""chow"", ""chow chow"", ""companion dog"", ""cone"", ""cool"", ""costume"", ""cute"", ""dog"", ""dog breed"", ""dog breed group"", ""dog like mammal"", ""doggy"", ""eurasier"", ""fun"", ""funny"", ""fur"", ""gafas"", ""golden retriever"", ""mammal"", ""perro"", ""perro con gafas"", ""pet"", ""pomeranian"", ""pooch"", ""portrait"", ""pup"", ""puppy"", ""shades"", ""snout"", ""sunglasses""]","[""dog"", ""tv""]",long-coated brown dog,491.56770000990946,2
dog,object_like,qdrant_keyword,10,LPNF9O-jlT4,0.2737153802032925,0.2737153802032925,0.0,0.0,data\unsplash-lite\images\LPNF9O-jlT4.jpg,"[""accessories"", ""accessory"", ""adorable"", ""animal"", ""appenzeller"", ""australian shepard"", ""back"", ""blue heeler"", ""brick"", ""canine"", ""cattle dog"", ""chihuahua"", ""cocker spaniel"", ""collie"", ""dark"", ""dog"", ""doggo"", ""dogs"", ""flare"", ""german shepard"", ""goggles"", ""hound"", ""leash"", ""light"", ""mammal"", ""moody"", ""nature"", ""newfoundland"", ""outdoors"", ""papillon"", ""pet"", ""pointer"", ""puppies"", ""puppy"", ""sand"", ""shepard"", ""snout"", ""spaniel"", ""strap"", ""terrier"", ""water""]","[""dog""]",black dog walking,491.56770000990946,2
dog,object_like,qdrant_object,1,TLhu3-84jT4,0.28321235507867015,0.28321235507867015,0.0,0.0,data\unsplash-lite\images\TLhu3-84jT4.jpg,"[""accessories"", ""accessory"", ""animal"", ""beagle"", ""blanket"", ""bookcase"", ""brick"", ""canine"", ""carnivoran"", ""collar"", ""coller"", ""contrast"", ""corridor"", ""dobermann"", ""dog"", ""dog breed"", ""dog like mammal"", ""dramatic"", ""fireplace"", ""furniture"", ""german shepherd"", ""glasses"", ""guard dog"", ""hound"", ""indoors"", ""labrador retriever"", ""light"", ""lip"", ""mammal"", ""manchester terrier"", ""mouth"", ""nature"", ""necktie"", ""outdoors"", ""pet"", ""pez dispenser"", ""pinscher"", ""pointer"", ""portrait"", ""puppy"", ""shadow"", ""snout"", ""tie"", ""whiskers""]","[""dog""]",black and brown dog photography,318.77820000227075,2
dog,object_like,qdrant_object,2,HrmcbJY0WbE,0.27774863459267035,0.27774863459267035,0.0,0.0,data\unsplash-lite\images\HrmcbJY0WbE.jpg,"[""animal"", ""blue"", ""canine"", ""cute"", ""dog"", ""domestic"", ""eyes"", ""fur"", ""happy"", ""husky"", ""mammal"", ""nature"", ""paws"", ""pet"", ""portrait"", ""puppy"", ""sharp"", ""snout"", ""vertical"", ""wallpaper"", ""wild"", ""wildlife"", ""wolf"", ""wolves""]","[""dog""]",brown and white Siberian husky close-up photo,318.77820000227075,2
dog,object_like,qdrant_object,3,ROJLfAbL1Ig,0.27563686907650775,0.27563686907650775,0.0,0.0,data\unsplash-lite\images\ROJLfAbL1Ig.jpg,"[""animal"", ""back"", ""brick"", ""canine"", ""car wheel"", ""dog"", ""great dane"", ""hound"", ""machine"", ""mammal"", ""nature"", ""outdoors"", ""pet"", ""pointer"", ""police dog"", ""slate"", ""snout"", ""sphere"", ""spoke"", ""strap"", ""tire"", ""weather"", ""wheel""]","[""dog""]",close-up photography of adult Doberman pinscher,318.77820000227075,2
dog,object_like,qdrant_object,4,oCJuJQqvCzc,0.2754279457567899,0.2754279457567899,0.0,0.0,data\unsplash-lite\images\oCJuJQqvCzc.jpg,"[""animal"", ""animal backgrounds"", ""animal wallpapers"", ""backgrounds"", ""black background"", ""canine"", ""cocker spaniel"", ""dog"", ""domestic animal"", ""glamor shot"", ""golden"", ""golden retriever"", ""happy"", ""labrador"", ""lip"", ""mammal"", ""mans best friend"", ""mouth"", ""nose"", ""pet"", ""portrait"", ""puppy"", ""reflective"", ""retriever"", ""smile"", ""spaniel"", ""tongue"", ""vertebrate"", ""wallpaper""]","[""dog""]",short-coated brown dog showing tongue,318.77820000227075,2
dog,object_like,qdrant_object,5,Jr_DkO3Ow14,0.27525659386696594,0.27525659386696594,0.0,0.0,data\unsplash-lite\images\Jr_DkO3Ow14.jpg,"[""animal"", ""big"", ""black"", ""bowl"", ""canine"", ""collie"", ""deutscher schäfer"", ""dog"", ""german shepherd"", ""hardwood"", ""hund"", ""husky"", ""mammal"", ""natur"", ""nature"", ""pet"", ""puppy"", ""race"", ""rasse"", ""schwarz"", ""shelf"", ""snout"", ""tier"", ""wildlife"", ""wolf"", ""wood""]","[""dog""]",black and tan Belgian dog,318.77820000227075,2
dog,object_like,qdrant_object,6,UzO4kgBMCv4,0.2748657633334687,0.2748657633334687,0.0,0.0,data\unsplash-lite\images\UzO4kgBMCv4.jpg,"[""american staffordshire terrier"", ""animal"", ""black"", ""black dog"", ""bulldog"", ""canine"", ""creature"", ""dark"", ""darkness"", ""dog"", ""doggy"", ""french bulldog"", ""front"", ""german shepherd"", ""labrador retriever"", ""lyla"", ""mammal"", ""pant"", ""pet"", ""pitbull"", ""portrait"", ""puppy"", ""tongue"", ""vertebrate""]","[""dog""]",short-coated black and white dog,318.77820000227075,2
dog,object_like,qdrant_object,7,KZv7w34tluA,0.2738027547528842,0.2738027547528842,0.0,0.0,data\unsplash-lite\images\KZv7w34tluA.jpg,"[""animal"", ""blur"", ""bokeh"", ""canine"", ""chill"", ""chow"", ""chow chow"", ""companion dog"", ""cone"", ""cool"", ""costume"", ""cute"", ""dog"", ""dog breed"", ""dog breed group"", ""dog like mammal"", ""doggy"", ""eurasier"", ""fun"", ""funny"", ""fur"", ""gafas"", ""golden retriever"", ""mammal"", ""perro"", ""perro con gafas"", ""pet"", ""pomeranian"", ""pooch"", ""portrait"", ""pup"", ""puppy"", ""shades"", ""snout"", ""sunglasses""]","[""dog"", ""tv""]",long-coated brown dog,318.77820000227075,2
dog,object_like,qdrant_object,8,LPNF9O-jlT4,0.2737153802032925,0.2737153802032925,0.0,0.0,data\unsplash-lite\images\LPNF9O-jlT4.jpg,"[""accessories"", ""accessory"", ""adorable"", ""animal"", ""appenzeller"", ""australian shepard"", ""back"", ""blue heeler"", ""brick"", ""canine"", ""cattle dog"", ""chihuahua"", ""cocker spaniel"", ""collie"", ""dark"", ""dog"", ""doggo"", ""dogs"", ""flare"", ""german shepard"", ""goggles"", ""hound"", ""leash"", ""light"", ""mammal"", ""moody"", ""nature"", ""newfoundland"", ""outdoors"", ""papillon"", ""pet"", ""pointer"", ""puppies"", ""puppy"", ""sand"", ""shepard"", ""snout"", ""spaniel"", ""strap"", ""terrier"", ""water""]","[""dog""]",black dog walking,318.77820000227075,2
dog,object_like,qdrant_object,9,wFdg6NvA5fY,0.2734166584422497,0.2734166584422497,0.0,0.0,data\unsplash-lite\images\wFdg6NvA5fY.jpg,"[""animal"", ""beagle"", ""beg"", ""boxer"", ""bulldog"", ""canine"", ""cute"", ""dawg"", ""dog"", ""dogs"", ""eyes"", ""face"", ""hound"", ""mammal"", ""pet"", ""pet portrait"", ""pooch"", ""portrait"", ""puppy"", ""sad"", ""snout"", ""vertebrate""]","[""dog""]",closeup photo of dogs face,318.77820000227075,2
dog,object_like,qdrant_object,10,OMpAeSP3ptw,0.2733680407014294,0.2733680407014294,0.0,0.0,data\unsplash-lite\images\OMpAeSP3ptw.jpg,"[""animal"", ""canine"", ""cocker spaniel"", ""collie"", ""dog"", ""green"", ""ground"", ""mammal"", ""papillon"", ""pet"", ""puppy"", ""slope"", ""spaniel"", ""strap"", ""terrier"", ""tire""]","[""dog""]",white and black long-coated dog on green grass,318.77820000227075,2
dog,object_like,qdrant_keyword_object,1,TLhu3-84jT4,0.28321235507867015,0.28321235507867015,0.0,0.0,data\unsplash-lite\images\TLhu3-84jT4.jpg,"[""accessories"", ""accessory"", ""animal"", ""beagle"", ""blanket"", ""bookcase"", ""brick"", ""canine"", ""carnivoran"", ""collar"", ""coller"", ""contrast"", ""corridor"", ""dobermann"", ""dog"", ""dog breed"", ""dog like mammal"", ""dramatic"", ""fireplace"", ""furniture"", ""german shepherd"", ""glasses"", ""guard dog"", ""hound"", ""indoors"", ""labrador retriever"", ""light"", ""lip"", ""mammal"", ""manchester terrier"", ""mouth"", ""nature"", ""necktie"", ""outdoors"", ""pet"", ""pez dispenser"", ""pinscher"", ""pointer"", ""portrait"", ""puppy"", ""shadow"", ""snout"", ""tie"", ""whiskers""]","[""dog""]",black and brown dog photography,492.254500000854,2
dog,object_like,qdrant_keyword_object,2,HrmcbJY0WbE,0.27774863459267035,0.27774863459267035,0.0,0.0,data\unsplash-lite\images\HrmcbJY0WbE.jpg,"[""animal"", ""blue"", ""canine"", ""cute"", ""dog"", ""domestic"", ""eyes"", ""fur"", ""happy"", ""husky"", ""mammal"", ""nature"", ""paws"", ""pet"", ""portrait"", ""puppy"", ""sharp"", ""snout"", ""vertical"", ""wallpaper"", ""wild"", ""wildlife"", ""wolf"", ""wolves""]","[""dog""]",brown and white Siberian husky close-up photo,492.254500000854,2
dog,object_like,qdrant_keyword_object,3,ROJLfAbL1Ig,0.27563686907650775,0.27563686907650775,0.0,0.0,data\unsplash-lite\images\ROJLfAbL1Ig.jpg,"[""animal"", ""back"", ""brick"", ""canine"", ""car wheel"", ""dog"", ""great dane"", ""hound"", ""machine"", ""mammal"", ""nature"", ""outdoors"", ""pet"", ""pointer"", ""police dog"", ""slate"", ""snout"", ""sphere"", ""spoke"", ""strap"", ""tire"", ""weather"", ""wheel""]","[""dog""]",close-up photography of adult Doberman pinscher,492.254500000854,2
