query,query_group,mode,rank,image_id,score,file_path,photo_url,ai_description,keywords,brightness,contrast,saturation,warmth,detected_objects,weak_relevance,keyword_filter,rerank
minimal architecture,style_semantic,qdrant_semantic,10,mRyJIitmT-M,0.2808783777595607,data\unsplash-lite\images\mRyJIitmT-M.jpg,https://unsplash.com/photos/mRyJIitmT-M,brown concrete building,"[""aluminium"", ""apartment building"", ""architect"", ""architectural"", ""architectural detail"", ""architecture"", ""banister"", ""brick"", ""building"", ""city"", ""city view"", ""condo"", ""convention center"", ""dome"", ""floor"", ""handrail"", ""high rise"", ""hotel"", ""housing"", ""metric"", ""minimal"", ""minimalism"", ""minimalist"", ""minimalistic"", ""multi storey"", ""multi-storey building"", ""nature"", ""office building"", ""plot"", ""reflect"", ""reflection"", ""taipei"", ""taiwan"", ""text"", ""tile"", ""town"", ""urban"", ""urban scene"", ""wall"", ""windows""]",0.7307925953584559,0.17134917153883414,0.04875514211218342,0.5002595340504365,[],2,,False
minimal architecture,style_semantic,qdrant_rerank,1,22OJF_Nu734,0.4570684134312317,data\unsplash-lite\images\22OJF_Nu734.jpg,https://unsplash.com/photos/22OJF_Nu734,white concrete building,"[""apartment building"", ""architecture"", ""balcony"", ""banister"", ""barcelona"", ""building"", ""city"", ""color"", ""concrete"", ""corner"", ""curtain"", ""door"", ""handrail"", ""high rise"", ""home decor"", ""island"", ""italy"", ""madrid"", ""nature"", ""peach"", ""plant"", ""portugal"", ""rome"", ""roof"", ""shutter"", ""skylight"", ""sliding door"", ""spain"", ""town"", ""travel"", ""tree"", ""triangle"", ""urban"", ""vacation"", ""wall"", ""wallpaper"", ""white"", ""window"", ""window shade""]",0.6931007552397792,0.19895010928657797,0.3118222742726123,0.4237996215715025,[],2,,True
minimal architecture,style_semantic,qdrant_rerank,2,Qj20ZHLmVis,0.4456532655284978,data\unsplash-lite\images\Qj20ZHLmVis.jpg,https://unsplash.com/photos/Qj20ZHLmVis,low-angle photography of concrete building,"[""aluminium"", ""animal"", ""apartment building"", ""architecture"", ""bird"", ""building"", ""city"", ""condo"", ""cylinder"", ""downtown"", ""electrical device"", ""elevator"", ""flying"", ""high rise"", ""housing"", ""nature"", ""office building"", ""outdoors"", ""power plant"", ""sand"", ""solar panels"", ""sphere"", ""steel"", ""text"", ""tower"", ""town"", ""urban"", ""window""]",0.5262926953550517,0.24146802246839705,0.23157437725524238,0.4412199797453704,[],2,,True
minimal architecture,style_semantic,qdrant_rerank,3,8PEU59oqwbo,0.4440894535101412,data\unsplash-lite\images\8PEU59oqwbo.jpg,https://unsplash.com/photos/8PEU59oqwbo,a corner of a room with a light coming from the ceiling,"[""aluminium"", ""architecture"", ""building"", ""cooktop"", ""door"", ""emblem"", ""floor"", ""glass"", ""gray"", ""grille"", ""indoors"", ""light fixture"", ""pattern"", ""skylight"", ""sphere"", ""steel"", ""symbol"", ""triangle"", ""utility pole"", ""window""]",0.23518033495136337,0.12973332263075124,0.33099147821563524,0.4530659245509727,[],2,,True
minimal architecture,style_semantic,qdrant_rerank,4,2o-aXs-aloY,0.44325423150518056,data\unsplash-lite\images\2o-aXs-aloY.jpg,https://unsplash.com/photos/2o-aXs-aloY,brown wooden board,"[""aircraft"", ""airplane"", ""architecture"", ""balcony"", ""banister"", ""biplane"", ""brick"", ""door"", ""fence"", ""guard rail"", ""handrail"", ""landscape"", ""lines"", ""parking lot"", ""peach"", ""railing"", ""transportation"", ""urban"", ""urban landscape"", ""vehicle"", ""wall"", ""wallpaper""]",0.6501809574636306,0.0999364419140779,0.33080146070524985,0.6270839386661923,[],2,,True
minimal architecture,style_semantic,qdrant_rerank,5,303X2rAcUW8,0.44287760835256673,data\unsplash-lite\images\303X2rAcUW8.jpg,https://unsplash.com/photos/303X2rAcUW8,shallow focus photography of building wall under pink skies,"[""abstract"", ""angle"", ""apartment building"", ""architecture"", ""arecaceae"", ""background"", ""building"", ""city"", ""clean"", ""clock tower"", ""condo"", ""control tower"", ""dome"", ""downtown"", ""explore"", ""exteriors"", ""facade"", ""fisheye"", ""gradient"", ""high rise"", ""home decor"", ""hotel"", ""housing"", ""human perspective"", ""intersection"", ""line"", ""london"", ""metropolis"", ""minimal"", ""minimal architecture"", ""observatory"", ""office building"", ""orange"", ""palm tree"", ""parliament"", ""peach"", ""pink"", ""planetarium"", ""plant"", ""road"", ""sky"", ""skyscraper"", ""spire"", ""steeple"", ""street photography"", ""sunrise"", ""sunset"", ""tire"", ""tower"", ""tower block"", ""town"", ""tree"", ""urban"", ""window""]",0.6323601063409234,0.3015308391956748,0.23857731279828645,0.578866841595509,[],2,,True
minimal architecture,style_semantic,qdrant_rerank,6,jUlbX-PZKP4,0.4403785539322683,data\unsplash-lite\images\jUlbX-PZKP4.jpg,https://unsplash.com/photos/jUlbX-PZKP4,cloudy sky,"[""amsterdam"", ""apartment building"", ""architecture"", ""atmosphere"", ""atmosphere of earth"", ""blue"", ""blue sky"", ""building"", ""city"", ""cloud"", ""clouds"", ""cloudy"", ""corner"", ""countryside"", ""exterior"", ""facade"", ""geometric building"", ""high rise"", ""housing"", ""hut"", ""modern building"", ""nature"", ""office building"", ""outdoors"", ""reflection"", ""rural"", ""shack"", ""shapes"", ""shelter"", ""sky"", ""skyclouds"", ""spire"", ""steeple"", ""tower"", ""town"", ""urban"", ""weather""]",0.49729808162267836,0.257865402579996,0.3105235376775344,0.4287208317161176,[],2,,True
minimal architecture,style_semantic,qdrant_rerank,7,r17CwjZBOc8,0.43781574114303023,data\unsplash-lite\images\r17CwjZBOc8.jpg,https://unsplash.com/photos/r17CwjZBOc8,brown and white building,"[""agelaius"", ""animal"", ""apartment building"", ""architecture"", ""azure sky"", ""bird"", ""blackbird"", ""building"", ""city"", ""corner"", ""countryside"", ""downtown"", ""high rise"", ""nature"", ""office building"", ""outdoors"", ""roof"", ""rural"", ""sand"", ""shelter"", ""sky"", ""town"", ""triangle"", ""urban""]",0.5485313742535813,0.12185330624091337,0.32492240879697415,0.44692731995342055,[],2,,True
minimal architecture,style_semantic,qdrant_rerank,8,vRqh5lUqC8w,0.4376841643050853,data\unsplash-lite\images\vRqh5lUqC8w.jpg,https://unsplash.com/photos/vRqh5lUqC8w,black and white building under blue sky,"[""architectural"", ""architecture"", ""architecture modern"", ""arcitecture"", ""azure sky"", ""backgrounds"", ""banister"", ""building"", ""city"", ""city buildings"", ""cloud"", ""convention center"", ""corner"", ""countryside"", ""dawn"", ""downtown"", ""dusk"", ""handrail"", ""high rise"", ""housing"", ""laundry"", ""mountain"", ""mountain range"", ""nature"", ""office building"", ""outdoors"", ""red sky"", ""rural"", ""shelter"", ""silhouette"", ""sky"", ""sky background"", ""sky blue"", ""spire"", ""star symbol"", ""steeple"", ""sunrise"", ""sunset"", ""sunset city"", ""symbol"", ""tehran"", ""tent"", ""tower"", ""town"", ""triangle"", ""urban"", ""wallpaper"", ""wallpaper for mobile"", ""wallpapers"", ""window""]",0.4214307018519892,0.19584566853540566,0.26509424722757957,0.5241272438988206,[],2,,True
minimal architecture,style_semantic,qdrant_rerank,9,hvvtotn_-Eo,0.4376438214200924,data\unsplash-lite\images\hvvtotn_-Eo.jpg,https://unsplash.com/photos/hvvtotn_-Eo,white concrete staircase with gray metal railings,"[""architecture"", ""banister"", ""building"", ""column"", ""concrete"", ""corridor"", ""dome"", ""door"", ""flare"", ""handrail"", ""home decor"", ""led"", ""light"", ""light fixture"", ""lighting"", ""observatory"", ""office building"", ""opera house"", ""pedestrian"", ""pillar"", ""planetarium"", ""railing"", ""skylight"", ""sliding door"", ""terminal"", ""tower"", ""window""]",0.30080243278952207,0.14384502660634765,0.3573712218041514,0.5362450842763863,[],2,,True
minimal architecture,style_semantic,qdrant_rerank,10,z0l-3cWpKto,0.43307221266680784,data\unsplash-lite\images\z0l-3cWpKto.jpg,https://unsplash.com/photos/z0l-3cWpKto,low angle photography of gray concrete building under blue sky during daytime,"[""abstract"", ""animal"", ""architecture"", ""background"", ""backgrounds"", ""bird"", ""building"", ""coil"", ""composition"", ""construction"", ""eye"", ""fair"", ""hole"", ""metal"", ""nest"", ""pattern"", ""sphere"", ""spiral"", ""structure"", ""wallpaper"", ""wallpapers"", ""woven""]",0.3815928326740053,0.2431106971704564,0.25895214765365215,0.43008511244410047,[],2,,True
person,object_like,qdrant_semantic,1,nM5uErhbiGw,0.2595510899481956,data\unsplash-lite\images\nM5uErhbiGw.jpg,https://unsplash.com/photos/nM5uErhbiGw,a person walking down a hallway in the dark,"[""asphalt"", ""banister"", ""boardwalk"", ""bridge"", ""building"", ""city"", ""corridor"", ""dock"", ""flare"", ""fog"", ""handrail"", ""headlight"", ""human"", ""lamp post"", ""led"", ""light"", ""lighting"", ""metropolis"", ""mist"", ""nature"", ""night"", ""ocean"", ""outdoors"", ""pedestrian"", ""person"", ""pier"", ""pollution"", ""port"", ""railing"", ""road"", ""sea"", ""silhouette"", ""smoke"", ""spotlight"", ""stage"", ""tarmac"", ""town"", ""urban"", ""water"", ""waterfront"", ""weather""]",0.16476131264680352,0.1628741852285185,0.34389005174823833,0.47105192795298456,[],2,,False
person,object_like,qdrant_semantic,2,kutWwEGYFo4,0.2537356657321247,data\unsplash-lite\images\kutWwEGYFo4.jpg,https://unsplash.com/photos/kutWwEGYFo4,black and white spider on web,"[""adventure"", ""aerial view"", ""aircraft"", ""astronomy"", ""azure sky"", ""backgrounds"", ""blue"", ""blue water"", ""boat"", ""canoë"", ""dance pose"", ""deep blue"", ""drone"", ""drone photography"", ""drone pilot"", ""drone point of view"", ""finger"", ""flare"", ""flight"", ""gliding"", ""helicopter"", ""horizon"", ""kayak"", ""launch"", ""leisure activities"", ""light"", ""minimalisme"", ""minimaliste"", ""moon"", ""nature"", ""night"", ""ocean"", ""outdoors"", ""outer space"", ""sea"", ""seascape"", ""sky"", ""space"", ""sun"", ""sunlight"", ""sunrise"", ""transportation"", ""universe"", ""vehicle"", ""wallpapers"", ""water""]",0.2961853266697304,0.1888161388507016,0.7902111696729472,0.3421633851294424,[],0,,False
person,object_like,qdrant_semantic,3,cQPUosG9dQE,0.2530371506912058,data\unsplash-lite\images\cQPUosG9dQE.jpg,https://unsplash.com/photos/cQPUosG9dQE,a man standing in the middle of a street at night,"[""automobile"", ""building"", ""bus"", ""car"", ""city"", ""duel"", ""flare"", ""flooring"", ""headlight"", ""human"", ""laser"", ""led"", ""light"", ""lighting"", ""metropolis"", ""neon"", ""night life"", ""pedestrian"", ""person"", ""spotlight"", ""stage"", ""street photography"", ""town"", ""transportation"", ""urban"", ""vehicle""]",0.12774097863118855,0.084607033149869,0.43963142304209074,0.4853375915523834,[],2,,False
person,object_like,qdrant_semantic,4,H5llhoZSm9Y,0.2519450686315128,data\unsplash-lite\images\H5llhoZSm9Y.jpg,https://unsplash.com/photos/H5llhoZSm9Y,woman in black tank top standing near flowers in grayscale photography,"[""apparel"", ""art"", ""back"", ""black hair"", ""blossom"", ""clothing"", ""coat"", ""dance pose"", ""dress"", ""evening dress"", ""face"", ""fashion"", ""female"", ""finger"", ""floral design"", ""flower"", ""flower arrangement"", ""flower bouquet"", ""geranium"", ""girl"", ""gown"", ""graphics"", ""hair"", ""human"", ""leisure activities"", ""lingerie"", ""long sleeve"", ""musical instrument"", ""musician"", ""neck"", ""overcoat"", ""pattern"", ""people"", ""person"", ""photo"", ""photography"", ""plant"", ""pollen"", ""portrait"", ""railing"", ""robe"", ""silhouette"", ""skin"", ""sleeve"", ""suit"", ""tuxedo"", ""underwear"", ""wall"", ""woman""]",0.13195281503363807,0.14169116011441418,0.0,0.5,[],2,,False
person,object_like,qdrant_semantic,5,uMiU1Tmbd1Q,0.25168116529847767,data\unsplash-lite\images\uMiU1Tmbd1Q.jpg,https://unsplash.com/photos/uMiU1Tmbd1Q,grayscale photo of man in crew-neck shirt,"[""adventure"", ""back"", ""composite"", ""dance pose"", ""ear"", ""experimental"", ""finger"", ""flare"", ""hair"", ""human"", ""leisure activities"", ""light"", ""moody"", ""night life"", ""person"", ""plant"", ""portrait"", ""shadow"", ""silhouette"", ""spirituality"", ""sydney"", ""tree"", ""tribe""]",0.1252516702888838,0.2145214980541389,0.049881320529513884,0.5018846449509166,[],2,,False
person,object_like,qdrant_semantic,6,o47Lif2bfqI,0.2516525570195549,data\unsplash-lite\images\o47Lif2bfqI.jpg,https://unsplash.com/photos/o47Lif2bfqI,a dark room with a blue wall and a clock on the wall,"[""apparel"", ""architecture"", ""asphalt"", ""automobile"", ""basement"", ""building"", ""car"", ""car wheel"", ""clothing"", ""coat"", ""concrete"", ""corridor"", ""door"", ""elevator"", ""exercise"", ""fitness"", ""garage"", ""gong"", ""grand theft auto"", ""hangar"", ""indoors"", ""lab"", ""led"", ""light"", ""lighting"", ""machine"", ""musical instrument"", ""office"", ""office building"", ""overcoat"", ""parking"", ""parking lot"", ""road"", ""room"", ""shooting range"", ""sliding door"", ""sport"", ""sports"", ""spotlight"", ""studio"", ""subway"", ""suit"", ""tarmac"", ""terminal"", ""tire"", ""train"", ""train station"", ""transportation"", ""tunnel"", ""vehicle"", ""warehouse"", ""wheel"", ""window"", ""working out""]",0.1851058692355241,0.1201472193441197,0.07362891545914553,0.49008103149617616,[],0,,False
person,object_like,qdrant_semantic,7,Wu98kR6nEAs,0.25066540078434646,data\unsplash-lite\images\Wu98kR6nEAs.jpg,https://unsplash.com/photos/Wu98kR6nEAs,a blurry photo of a city street at night,"[""asphalt"", ""banister"", ""coin"", ""diwali"", ""flare"", ""handrail"", ""headlight"", ""light"", ""lighting"", ""money"", ""neon"", ""path"", ""photo"", ""photography"", ""road"", ""tarmac"", ""urban"", ""walkway""]",0.13231200890282585,0.07321400148039488,0.32892789882497114,0.48858336487168397,[],0,,False
person,object_like,qdrant_semantic,8,qnjqLoIULZE,0.24997874273075957,data\unsplash-lite\images\qnjqLoIULZE.jpg,https://unsplash.com/photos/qnjqLoIULZE,grayscale photo of pigeon on black fence,"[""animal"", ""bird"", ""dove"", ""pigeon""]",0.08712626937168096,0.09306752525035489,0.0,0.5,[],0,,False
person,object_like,qdrant_semantic,9,VylXOtFALIc,0.24936075863828108,data\unsplash-lite\images\VylXOtFALIc.jpg,https://unsplash.com/photos/VylXOtFALIc,woman holding hair,"[""apparel"", ""arcade game machine"", ""asphalt"", ""chef"", ""clothing"", ""coat"", ""female"", ""finger"", ""fireman"", ""hand"", ""human"", ""jacket"", ""lab coat"", ""long sleeve"", ""overcoat"", ""pants"", ""person"", ""shirt"", ""sitting"", ""sleeve"", ""stage"", ""suit"", ""tarmac"", ""text"", ""woman""]",0.13304451620249869,0.16328109242119754,0.5025516133813407,0.5261750155445659,[],2,,False
person,object_like,qdrant_semantic,10,J95m2xJR9YQ,0.24914532690400942,data\unsplash-lite\images\J95m2xJR9YQ.jpg,https://unsplash.com/photos/J95m2xJR9YQ,girl standing near white car on road,"[""aurora"", ""automobile"", ""blue"", ""car"", ""cars"", ""clean"", ""club"", ""disco"", ""distortion"", ""entertainment"", ""event"", ""face"", ""focus"", ""fun"", ""girl"", ""glitter"", ""hair"", ""hand"", ""hue"", ""human"", ""leisure activities"", ""light"", ""lighting"", ""magic"", ""music"", ""nature"", ""night"", ""night club"", ""night life"", ""outdoors"", ""people"", ""person"", ""portrait"", ""red"", ""snapshot"", ""soft"", ""suit"", ""tones"", ""transportation"", ""tumblr"", ""vehicle""]",0.4132003892099362,0.20272531389604967,0.18879667015266516,0.49971957028779257,[],2,,False
person,object_like,qdrant_keyword,1,nM5uErhbiGw,0.2595510899481956,data\unsplash-lite\images\nM5uErhbiGw.jpg,https://unsplash.com/photos/nM5uErhbiGw,a person walking down a hallway in the dark,"[""asphalt"", ""banister"", ""boardwalk"", ""bridge"", ""building"", ""city"", ""corridor"", ""dock"", ""flare"", ""fog"", ""handrail"", ""headlight"", ""human"", ""lamp post"", ""led"", ""light"", ""lighting"", ""metropolis"", ""mist"", ""nature"", ""night"", ""ocean"", ""outdoors"", ""pedestrian"", ""person"", ""pier"", ""pollution"", ""port"", ""railing"", ""road"", ""sea"", ""silhouette"", ""smoke"", ""spotlight"", ""stage"", ""tarmac"", ""town"", ""urban"", ""water"", ""waterfront"", ""weather""]",0.16476131264680352,0.1628741852285185,0.34389005174823833,0.47105192795298456,[],2,person,False
person,object_like,qdrant_keyword,2,cQPUosG9dQE,0.2530371506912058,data\unsplash-lite\images\cQPUosG9dQE.jpg,https://unsplash.com/photos/cQPUosG9dQE,a man standing in the middle of a street at night,"[""automobile"", ""building"", ""bus"", ""car"", ""city"", ""duel"", ""flare"", ""flooring"", ""headlight"", ""human"", ""laser"", ""led"", ""light"", ""lighting"", ""metropolis"", ""neon"", ""night life"", ""pedestrian"", ""person"", ""spotlight"", ""stage"", ""street photography"", ""town"", ""transportation"", ""urban"", ""vehicle""]",0.12774097863118855,0.084607033149869,0.43963142304209074,0.4853375915523834,[],2,person,False
person,object_like,qdrant_keyword,3,H5llhoZSm9Y,0.2519450686315128,data\unsplash-lite\images\H5llhoZSm9Y.jpg,https://unsplash.com/photos/H5llhoZSm9Y,woman in black tank top standing near flowers in grayscale photography,"[""apparel"", ""art"", ""back"", ""black hair"", ""blossom"", ""clothing"", ""coat"", ""dance pose"", ""dress"", ""evening dress"", ""face"", ""fashion"", ""female"", ""finger"", ""floral design"", ""flower"", ""flower arrangement"", ""flower bouquet"", ""geranium"", ""girl"", ""gown"", ""graphics"", ""hair"", ""human"", ""leisure activities"", ""lingerie"", ""long sleeve"", ""musical instrument"", ""musician"", ""neck"", ""overcoat"", ""pattern"", ""people"", ""person"", ""photo"", ""photography"", ""plant"", ""pollen"", ""portrait"", ""railing"", ""robe"", ""silhouette"", ""skin"", ""sleeve"", ""suit"", ""tuxedo"", ""underwear"", ""wall"", ""woman""]",0.13195281503363807,0.14169116011441418,0.0,0.5,[],2,person,False
person,object_like,qdrant_keyword,4,uMiU1Tmbd1Q,0.2516811652984776,data\unsplash-lite\images\uMiU1Tmbd1Q.jpg,https://unsplash.com/photos/uMiU1Tmbd1Q,grayscale photo of man in crew-neck shirt,"[""adventure"", ""back"", ""composite"", ""dance pose"", ""ear"", ""experimental"", ""finger"", ""flare"", ""hair"", ""human"", ""leisure activities"", ""light"", ""moody"", ""night life"", ""person"", ""plant"", ""portrait"", ""shadow"", ""silhouette"", ""spirituality"", ""sydney"", ""tree"", ""tribe""]",0.1252516702888838,0.2145214980541389,0.049881320529513884,0.5018846449509166,[],2,person,False
person,object_like,qdrant_keyword,5,VylXOtFALIc,0.24936075863828108,data\unsplash-lite\images\VylXOtFALIc.jpg,https://unsplash.com/photos/VylXOtFALIc,woman holding hair,"[""apparel"", ""arcade game machine"", ""asphalt"", ""chef"", ""clothing"", ""coat"", ""female"", ""finger"", ""fireman"", ""hand"", ""human"", ""jacket"", ""lab coat"", ""long sleeve"", ""overcoat"", ""pants"", ""person"", ""shirt"", ""sitting"", ""sleeve"", ""stage"", ""suit"", ""tarmac"", ""text"", ""woman""]",0.13304451620249869,0.16328109242119754,0.5025516133813407,0.5261750155445659,[],2,person,False
person,object_like,qdrant_keyword,6,J95m2xJR9YQ,0.24914532690400942,data\unsplash-lite\images\J95m2xJR9YQ.jpg,https://unsplash.com/photos/J95m2xJR9YQ,girl standing near white car on road,"[""aurora"", ""automobile"", ""blue"", ""car"", ""cars"", ""clean"", ""club"", ""disco"", ""distortion"", ""entertainment"", ""event"", ""face"", ""focus"", ""fun"", ""girl"", ""glitter"", ""hair"", ""hand"", ""hue"", ""human"", ""leisure activities"", ""light"", ""lighting"", ""magic"", ""music"", ""nature"", ""night"", ""night club"", ""night life"", ""outdoors"", ""people"", ""person"", ""portrait"", ""red"", ""snapshot"", ""soft"", ""suit"", ""tones"", ""transportation"", ""tumblr"", ""vehicle""]",0.4132003892099362,0.20272531389604967,0.18879667015266516,0.49971957028779257,[],2,person,False
person,object_like,qdrant_keyword,7,PWPjBNarV0k,0.24887471492711033,data\unsplash-lite\images\PWPjBNarV0k.jpg,https://unsplash.com/photos/PWPjBNarV0k,a man in a white shirt is seen through a window,"[""adventure"", ""advertisement"", ""apparel"", ""banister"", ""beach"", ""beard"", ""beauty"", ""blue"", ""clothing"", ""cloud"", ""coat"", ""crowd"", ""dark"", ""darkness"", ""ear"", ""face"", ""finger"", ""girl"", ""hair"", ""handrail"", ""hat"", ""head"", ""hood"", ""human"", ""jaw"", ""landscape"", ""leisure activities"", ""man"", ""mannequin"", ""nature"", ""outdoors"", ""outside"", ""overcoat"", ""person"", ""photo"", ""photography"", ""portrait"", ""poster"", ""red"", ""savage"", ""sleeve"", ""sweater"", ""sweatshirt"", ""veil"", ""water"", ""weather"", ""weird"", ""woman""]",0.19644929773667277,0.06566346206308343,0.3384963450712316,0.46011159859451595,[],2,person,False
person,object_like,qdrant_keyword,8,YPA2Jg3lLKM,0.24882448289567896,data\unsplash-lite\images\YPA2Jg3lLKM.jpg,https://unsplash.com/photos/YPA2Jg3lLKM,man and woman kissing during golden hour,"[""cloud"", ""dating"", ""dawn"", ""dusk"", ""female"", ""horizon"", ""hug"", ""human"", ""kiss"", ""kissing"", ""landscape"", ""love"", ""make out"", ""nature"", ""nikon"", ""outdoors"", ""person"", ""photo"", ""photography"", ""plant"", ""red sky"", ""scenery"", ""silhouette"", ""sky"", ""standing"", ""sun"", ""sunlight"", ""sunrise"", ""sunset"", ""tree"", ""wedding""]",0.301645901416122,0.25371225905423533,0.46204093388086226,0.49357423890608876,[],2,person,False
person,object_like,qdrant_keyword,9,SazpfcJNDPQ,0.2483166047665814,data\unsplash-lite\images\SazpfcJNDPQ.jpg,https://unsplash.com/photos/SazpfcJNDPQ,woman in brown long sleeve shirt and black skirt standing on gray concrete floor during daytime,"[""animal"", ""bee"", ""bird"", ""dinosaur"", ""dove"", ""eagle"", ""honey bee"", ""human"", ""insect"", ""invertebrate"", ""person"", ""pigeon"", ""reptile""]",0.28647329257949516,0.18478156264776618,0.28004962157150254,0.5316040130311656,[],2,person,False
person,object_like,qdrant_keyword,10,od-2xks9Alc,0.2479176674125811,data\unsplash-lite\images\od-2xks9Alc.jpg,https://unsplash.com/photos/od-2xks9Alc,a silhouette of a person looking out of a window,"[""afro hairstyle"", ""art"", ""backlighting"", ""darkness"", ""face"", ""female"", ""girl"", ""hair"", ""head"", ""human"", ""indoors"", ""interior design"", ""lady"", ""modern art"", ""people"", ""person"", ""portrait"", ""shadow"", ""silhouette"", ""sky"", ""spirituality"", ""visual arts"", ""window"", ""woman""]",0.2870232886288318,0.2781522667421321,0.1475273165844443,0.4868223174553112,[],2,person,False
car,object_like,qdrant_semantic,1,84JNi-0BkAQ,0.27617379656355,data\unsplash-lite\images\84JNi-0BkAQ.jpg,https://unsplash.com/photos/84JNi-0BkAQ,blue car parked beside rock formation,"[""alloy wheel"", ""automobile"", ""blue"", ""camaero"", ""car"", ""car wheel"", ""cars"", ""chevrolet"", ""chevy"", ""coupe"", ""desert"", ""dirt road"", ""freeway"", ""gravel"", ""ground"", ""highway"", ""machine"", ""mustang"", ""nature"", ""offroad"", ""outdoors"", ""plateau"", ""race car"", ""rally"", ""road"", ""sand"", ""sedan"", ""sky"", ""soil"", ""spoke"", ""sports car"", ""suv"", ""tire"", ""transportation"", ""vehicle"", ""wallpaper"", ""wheel""]",0.44391744921942383,0.1663826975803362,0.5896328156445863,0.6604829837451843,[],2,,False
car,object_like,qdrant_semantic,2,PkXHRgGSw4o,0.27281348451190557,data\unsplash-lite\images\PkXHRgGSw4o.jpg,https://unsplash.com/photos/PkXHRgGSw4o,red vehicle,"[""#car"", ""#corvair"", ""#dew"", ""#dream"", ""#vintage"", ""#vintagecar"", ""accessories"", ""accessory"", ""automobile"", ""car"", ""headlight"", ""light"", ""logo"", ""sunglasses"", ""symbol"", ""trademark"", ""transportation"", ""vehicle""]",0.3811534836625266,0.2439353565699163,0.28949930549565867,0.5014254746528377,[],2,,False
car,object_like,qdrant_semantic,3,BXlSfmhVEzE,0.27231446979623586,data\unsplash-lite\images\BXlSfmhVEzE.jpg,https://unsplash.com/photos/BXlSfmhVEzE,car headlight,"[""camera"", ""electronics"", ""headlight"", ""light""]",0.21450580272799225,0.17340020779139054,0.13348321852341197,0.49980440326765474,[],2,,False
car,object_like,qdrant_semantic,4,pl1Pp-mDzfw,0.27142162349633714,data\unsplash-lite\images\pl1Pp-mDzfw.jpg,https://unsplash.com/photos/pl1Pp-mDzfw,vehicle on road,"[""asphalt"", ""automobile"", ""car"", ""crowd"", ""flare"", ""fog"", ""freeway"", ""laser"", ""led"", ""light"", ""lighting"", ""nature"", ""road"", ""spotlight"", ""stage"", ""tarmac"", ""transportation"", ""vehicle""]",0.14975693646599264,0.14532005837558687,0.448731176837597,0.47098030638850596,[],2,,False
car,object_like,qdrant_semantic,5,xeRDNkA04Y4,0.271276964992974,data\unsplash-lite\images\xeRDNkA04Y4.jpg,https://unsplash.com/photos/xeRDNkA04Y4,high-angle view of empty roadway,"[""abies"", ""aerial view"", ""bush"", ""fir"", ""frost"", ""glacier"", ""hail"", ""ice"", ""land"", ""landscape"", ""mountain"", ""nature"", ""outdoors"", ""plant"", ""scenery"", ""snow"", ""tree"", ""vegetation""]",0.6112059559463473,0.1793360823150088,0.04747826594737111,0.5084663514149131,[],0,,False
car,object_like,qdrant_semantic,6,82JvJrB9deY,0.26821836057323184,data\unsplash-lite\images\82JvJrB9deY.jpg,https://unsplash.com/photos/82JvJrB9deY,a rear view mirror with a sunset in the background,"[""adventure"", ""astronomy"", ""atmosphere"", ""car"", ""computer wallpaper"", ""darkness"", ""dawn"", ""drive"", ""dusk"", ""feel"", ""gliding"", ""heat"", ""hole"", ""leisure activities"", ""mirror"", ""moon"", ""nature"", ""night"", ""outdoors"", ""outer space"", ""phenomenon"", ""planet"", ""projector"", ""red sky"", ""silhouette"", ""sky"", ""space"", ""sunrise"", ""sunset"", ""universe"", ""vehicle"", ""window""]",0.1442198236516014,0.14579344349336978,0.3358575152018285,0.49108344698766604,[],2,,False
car,object_like,qdrant_semantic,7,qLnrOTpo5bA,0.2672807962645962,data\unsplash-lite\images\qLnrOTpo5bA.jpg,https://unsplash.com/photos/qLnrOTpo5bA,yellow Volkswagen Beetle,"[""auto"", ""background"", ""badge"", ""beetle"", ""brasil"", ""brazil"", ""car"", ""classic"", ""classy"", ""curitiba"", ""emblem"", ""fusca"", ""logo"", ""old"", ""parana"", ""photography"", ""plqml"", ""plqmr"", ""race"", ""racing"", ""symbol"", ""trademark"", ""vintage"", ""vw"", ""wallpaper"", ""wristwatch""]",0.5546900605916854,0.1444022247321909,0.2959524008467023,0.5756043782524006,[],2,,False
car,object_like,qdrant_semantic,8,fsBOigltAQc,0.26690549624991355,data\unsplash-lite\images\fsBOigltAQc.jpg,https://unsplash.com/photos/fsBOigltAQc,white car in the middle of forest during night time,"[""alloy wheel"", ""astronomy"", ""automobile"", ""camping"", ""car"", ""car wheel"", ""coupe"", ""forest"", ""galaxy"", ""leisure activities"", ""light"", ""machine"", ""mountain tent"", ""nature"", ""night"", ""night photography"", ""night sky"", ""nightsky"", ""oregon"", ""outdoors"", ""outer space"", ""pnw"", ""sony"", ""space"", ""spoke"", ""sports car"", ""starry sky"", ""stars"", ""subaru"", ""tent"", ""tire"", ""transportation"", ""universe"", ""usa"", ""vehicle"", ""wheel""]",0.14742615942861517,0.09168393148727408,0.5754571772556678,0.40829906987208947,[],2,,False
