query,query_group,mode,rank,image_id,file_path,visual_relevance,visual_notes,visible_main_object,style_match,failure_reason,weak_relevance,ai_description,keywords
minimal architecture,style_semantic,qdrant_rerank,3,8PEU59oqwbo,data\unsplash-lite\images\8PEU59oqwbo.jpg,2,"Full visual match. More clean geometric compositions appear, but some dramatic building crops are only partial minimal matches.",architecture,yes,good_match,2,a corner of a room with a light coming from the ceiling,"[""aluminium"", ""architecture"", ""building"", ""cooktop"", ""door"", ""emblem"", ""floor"", ""glass"", ""gray"", ""grille"", ""indoors"", ""light fixture"", ""pattern"", ""skylight"", ""sphere"", ""steel"", ""symbol"", ""triangle"", ""utility pole"", ""window""]"
minimal architecture,style_semantic,qdrant_rerank,4,2o-aXs-aloY,data\unsplash-lite\images\2o-aXs-aloY.jpg,2,"Full visual match. More clean geometric compositions appear, but some dramatic building crops are only partial minimal matches.",architecture,yes,good_match,2,brown wooden board,"[""aircraft"", ""airplane"", ""architecture"", ""balcony"", ""banister"", ""biplane"", ""brick"", ""door"", ""fence"", ""guard rail"", ""handrail"", ""landscape"", ""lines"", ""parking lot"", ""peach"", ""railing"", ""transportation"", ""urban"", ""urban landscape"", ""vehicle"", ""wall"", ""wallpaper""]"
minimal architecture,style_semantic,qdrant_rerank,5,303X2rAcUW8,data\unsplash-lite\images\303X2rAcUW8.jpg,2,"Full visual match. More clean geometric compositions appear, but some dramatic building crops are only partial minimal matches.",architecture,yes,good_match,2,shallow focus photography of building wall under pink skies,"[""abstract"", ""angle"", ""apartment building"", ""architecture"", ""arecaceae"", ""background"", ""building"", ""city"", ""clean"", ""clock tower"", ""condo"", ""control tower"", ""dome"", ""downtown"", ""explore"", ""exteriors"", ""facade"", ""fisheye"", ""gradient"", ""high rise"", ""home decor"", ""hotel"", ""housing"", ""human perspective"", ""intersection"", ""line"", ""london"", ""metropolis"", ""minimal"", ""minimal architecture"", ""observatory"", ""office building"", ""orange"", ""palm tree"", ""parliament"", ""peach"", ""pink"", ""planetarium"", ""plant"", ""road"", ""sky"", ""skyscraper"", ""spire"", ""steeple"", ""street photography"", ""sunrise"", ""sunset"", ""tire"", ""tower"", ""tower block"", ""town"", ""tree"", ""urban"", ""window""]"
minimal architecture,style_semantic,qdrant_rerank,6,jUlbX-PZKP4,data\unsplash-lite\images\jUlbX-PZKP4.jpg,1,"Partial visual match. More clean geometric compositions appear, but some dramatic building crops are only partial minimal matches.",architecture,partial,style_mismatch,2,cloudy sky,"[""amsterdam"", ""apartment building"", ""architecture"", ""atmosphere"", ""atmosphere of earth"", ""blue"", ""blue sky"", ""building"", ""city"", ""cloud"", ""clouds"", ""cloudy"", ""corner"", ""countryside"", ""exterior"", ""facade"", ""geometric building"", ""high rise"", ""housing"", ""hut"", ""modern building"", ""nature"", ""office building"", ""outdoors"", ""reflection"", ""rural"", ""shack"", ""shapes"", ""shelter"", ""sky"", ""skyclouds"", ""spire"", ""steeple"", ""tower"", ""town"", ""urban"", ""weather""]"
minimal architecture,style_semantic,qdrant_rerank,7,r17CwjZBOc8,data\unsplash-lite\images\r17CwjZBOc8.jpg,1,"Partial visual match. More clean geometric compositions appear, but some dramatic building crops are only partial minimal matches.",architecture,partial,style_mismatch,2,brown and white building,"[""agelaius"", ""animal"", ""apartment building"", ""architecture"", ""azure sky"", ""bird"", ""blackbird"", ""building"", ""city"", ""corner"", ""countryside"", ""downtown"", ""high rise"", ""nature"", ""office building"", ""outdoors"", ""roof"", ""rural"", ""sand"", ""shelter"", ""sky"", ""town"", ""triangle"", ""urban""]"
minimal architecture,style_semantic,qdrant_rerank,8,vRqh5lUqC8w,data\unsplash-lite\images\vRqh5lUqC8w.jpg,1,"Partial visual match. More clean geometric compositions appear, but some dramatic building crops are only partial minimal matches.",architecture,partial,style_mismatch,2,black and white building under blue sky,"[""architectural"", ""architecture"", ""architecture modern"", ""arcitecture"", ""azure sky"", ""backgrounds"", ""banister"", ""building"", ""city"", ""city buildings"", ""cloud"", ""convention center"", ""corner"", ""countryside"", ""dawn"", ""downtown"", ""dusk"", ""handrail"", ""high rise"", ""housing"", ""laundry"", ""mountain"", ""mountain range"", ""nature"", ""office building"", ""outdoors"", ""red sky"", ""rural"", ""shelter"", ""silhouette"", ""sky"", ""sky background"", ""sky blue"", ""spire"", ""star symbol"", ""steeple"", ""sunrise"", ""sunset"", ""sunset city"", ""symbol"", ""tehran"", ""tent"", ""tower"", ""town"", ""triangle"", ""urban"", ""wallpaper"", ""wallpaper for mobile"", ""wallpapers"", ""window""]"
minimal architecture,style_semantic,qdrant_rerank,9,hvvtotn_-Eo,data\unsplash-lite\images\hvvtotn_-Eo.jpg,2,"Full visual match. More clean geometric compositions appear, but some dramatic building crops are only partial minimal matches.",architecture,yes,good_match,2,white concrete staircase with gray metal railings,"[""architecture"", ""banister"", ""building"", ""column"", ""concrete"", ""corridor"", ""dome"", ""door"", ""flare"", ""handrail"", ""home decor"", ""led"", ""light"", ""light fixture"", ""lighting"", ""observatory"", ""office building"", ""opera house"", ""pedestrian"", ""pillar"", ""planetarium"", ""railing"", ""skylight"", ""sliding door"", ""terminal"", ""tower"", ""window""]"
minimal architecture,style_semantic,qdrant_rerank,10,z0l-3cWpKto,data\unsplash-lite\images\z0l-3cWpKto.jpg,2,"Full visual match. More clean geometric compositions appear, but some dramatic building crops are only partial minimal matches.",architecture,yes,good_match,2,low angle photography of gray concrete building under blue sky during daytime,"[""abstract"", ""animal"", ""architecture"", ""background"", ""backgrounds"", ""bird"", ""building"", ""coil"", ""composition"", ""construction"", ""eye"", ""fair"", ""hole"", ""metal"", ""nest"", ""pattern"", ""sphere"", ""spiral"", ""structure"", ""wallpaper"", ""wallpapers"", ""woven""]"
person,object_like,qdrant_semantic,1,nM5uErhbiGw,data\unsplash-lite\images\nM5uErhbiGw.jpg,1,"Partial visual match. Several clear people appear, but the grid also includes non-person or highly ambiguous imagery.",person,not_applicable,object_too_small,2,a person walking down a hallway in the dark,"[""asphalt"", ""banister"", ""boardwalk"", ""bridge"", ""building"", ""city"", ""corridor"", ""dock"", ""flare"", ""fog"", ""handrail"", ""headlight"", ""human"", ""lamp post"", ""led"", ""light"", ""lighting"", ""metropolis"", ""mist"", ""nature"", ""night"", ""ocean"", ""outdoors"", ""pedestrian"", ""person"", ""pier"", ""pollution"", ""port"", ""railing"", ""road"", ""sea"", ""silhouette"", ""smoke"", ""spotlight"", ""stage"", ""tarmac"", ""town"", ""urban"", ""water"", ""waterfront"", ""weather""]"
person,object_like,qdrant_semantic,2,kutWwEGYFo4,data\unsplash-lite\images\kutWwEGYFo4.jpg,0,"Visual failure. Several clear people appear, but the grid also includes non-person or highly ambiguous imagery.",none clear,not_applicable,wrong_object,0,black and white spider on web,"[""adventure"", ""aerial view"", ""aircraft"", ""astronomy"", ""azure sky"", ""backgrounds"", ""blue"", ""blue water"", ""boat"", ""canoë"", ""dance pose"", ""deep blue"", ""drone"", ""drone photography"", ""drone pilot"", ""drone point of view"", ""finger"", ""flare"", ""flight"", ""gliding"", ""helicopter"", ""horizon"", ""kayak"", ""launch"", ""leisure activities"", ""light"", ""minimalisme"", ""minimaliste"", ""moon"", ""nature"", ""night"", ""ocean"", ""outdoors"", ""outer space"", ""sea"", ""seascape"", ""sky"", ""space"", ""sun"", ""sunlight"", ""sunrise"", ""transportation"", ""universe"", ""vehicle"", ""wallpapers"", ""water""]"
person,object_like,qdrant_semantic,3,cQPUosG9dQE,data\unsplash-lite\images\cQPUosG9dQE.jpg,2,"Full visual match. Several clear people appear, but the grid also includes non-person or highly ambiguous imagery.",person,not_applicable,good_match,2,a man standing in the middle of a street at night,"[""automobile"", ""building"", ""bus"", ""car"", ""city"", ""duel"", ""flare"", ""flooring"", ""headlight"", ""human"", ""laser"", ""led"", ""light"", ""lighting"", ""metropolis"", ""neon"", ""night life"", ""pedestrian"", ""person"", ""spotlight"", ""stage"", ""street photography"", ""town"", ""transportation"", ""urban"", ""vehicle""]"
person,object_like,qdrant_semantic,4,H5llhoZSm9Y,data\unsplash-lite\images\H5llhoZSm9Y.jpg,2,"Full visual match. Several clear people appear, but the grid also includes non-person or highly ambiguous imagery.",person,not_applicable,good_match,2,woman in black tank top standing near flowers in grayscale photography,"[""apparel"", ""art"", ""back"", ""black hair"", ""blossom"", ""clothing"", ""coat"", ""dance pose"", ""dress"", ""evening dress"", ""face"", ""fashion"", ""female"", ""finger"", ""floral design"", ""flower"", ""flower arrangement"", ""flower bouquet"", ""geranium"", ""girl"", ""gown"", ""graphics"", ""hair"", ""human"", ""leisure activities"", ""lingerie"", ""long sleeve"", ""musical instrument"", ""musician"", ""neck"", ""overcoat"", ""pattern"", ""people"", ""person"", ""photo"", ""photography"", ""plant"", ""pollen"", ""portrait"", ""railing"", ""robe"", ""silhouette"", ""skin"", ""sleeve"", ""suit"", ""tuxedo"", ""underwear"", ""wall"", ""woman""]"
person,object_like,qdrant_semantic,5,uMiU1Tmbd1Q,data\unsplash-lite\images\uMiU1Tmbd1Q.jpg,1,"Partial visual match. Several clear people appear, but the grid also includes non-person or highly ambiguous imagery.",person,not_applicable,object_too_small,2,grayscale photo of man in crew-neck shirt,"[""adventure"", ""back"", ""composite"", ""dance pose"", ""ear"", ""experimental"", ""finger"", ""flare"", ""hair"", ""human"", ""leisure activities"", ""light"", ""moody"", ""night life"", ""person"", ""plant"", ""portrait"", ""shadow"", ""silhouette"", ""spirituality"", ""sydney"", ""tree"", ""tribe""]"
person,object_like,qdrant_semantic,6,o47Lif2bfqI,data\unsplash-lite\images\o47Lif2bfqI.jpg,0,"Visual failure. Several clear people appear, but the grid also includes non-person or highly ambiguous imagery.",none clear,not_applicable,wrong_object,0,a dark room with a blue wall and a clock on the wall,"[""apparel"", ""architecture"", ""asphalt"", ""automobile"", ""basement"", ""building"", ""car"", ""car wheel"", ""clothing"", ""coat"", ""concrete"", ""corridor"", ""door"", ""elevator"", ""exercise"", ""fitness"", ""garage"", ""gong"", ""grand theft auto"", ""hangar"", ""indoors"", ""lab"", ""led"", ""light"", ""lighting"", ""machine"", ""musical instrument"", ""office"", ""office building"", ""overcoat"", ""parking"", ""parking lot"", ""road"", ""room"", ""shooting range"", ""sliding door"", ""sport"", ""sports"", ""spotlight"", ""studio"", ""subway"", ""suit"", ""tarmac"", ""terminal"", ""tire"", ""train"", ""train station"", ""transportation"", ""tunnel"", ""vehicle"", ""warehouse"", ""wheel"", ""window"", ""working out""]"
person,object_like,qdrant_semantic,7,Wu98kR6nEAs,data\unsplash-lite\images\Wu98kR6nEAs.jpg,0,"Visual failure. Several clear people appear, but the grid also includes non-person or highly ambiguous imagery.",none clear,not_applicable,wrong_object,0,a blurry photo of a city street at night,"[""asphalt"", ""banister"", ""coin"", ""diwali"", ""flare"", ""handrail"", ""headlight"", ""light"", ""lighting"", ""money"", ""neon"", ""path"", ""photo"", ""photography"", ""road"", ""tarmac"", ""urban"", ""walkway""]"
person,object_like,qdrant_semantic,8,qnjqLoIULZE,data\unsplash-lite\images\qnjqLoIULZE.jpg,0,"Visual failure. Several clear people appear, but the grid also includes non-person or highly ambiguous imagery.",none clear,not_applicable,wrong_object,0,grayscale photo of pigeon on black fence,"[""animal"", ""bird"", ""dove"", ""pigeon""]"
person,object_like,qdrant_semantic,9,VylXOtFALIc,data\unsplash-lite\images\VylXOtFALIc.jpg,2,"Full visual match. Several clear people appear, but the grid also includes non-person or highly ambiguous imagery.",person,not_applicable,good_match,2,woman holding hair,"[""apparel"", ""arcade game machine"", ""asphalt"", ""chef"", ""clothing"", ""coat"", ""female"", ""finger"", ""fireman"", ""hand"", ""human"", ""jacket"", ""lab coat"", ""long sleeve"", ""overcoat"", ""pants"", ""person"", ""shirt"", ""sitting"", ""sleeve"", ""stage"", ""suit"", ""tarmac"", ""text"", ""woman""]"
person,object_like,qdrant_semantic,10,J95m2xJR9YQ,data\unsplash-lite\images\J95m2xJR9YQ.jpg,2,"Full visual match. Several clear people appear, but the grid also includes non-person or highly ambiguous imagery.",person,not_applicable,good_match,2,girl standing near white car on road,"[""aurora"", ""automobile"", ""blue"", ""car"", ""cars"", ""clean"", ""club"", ""disco"", ""distortion"", ""entertainment"", ""event"", ""face"", ""focus"", ""fun"", ""girl"", ""glitter"", ""hair"", ""hand"", ""hue"", ""human"", ""leisure activities"", ""light"", ""lighting"", ""magic"", ""music"", ""nature"", ""night"", ""night club"", ""night life"", ""outdoors"", ""people"", ""person"", ""portrait"", ""red"", ""snapshot"", ""soft"", ""suit"", ""tones"", ""transportation"", ""tumblr"", ""vehicle""]"
person,object_like,qdrant_keyword,1,nM5uErhbiGw,data\unsplash-lite\images\nM5uErhbiGw.jpg,1,"Partial visual match. The person keyword improves visible human presence, although some people remain small or ambiguous.",person,not_applicable,partial_match,2,a person walking down a hallway in the dark,"[""asphalt"", ""banister"", ""boardwalk"", ""bridge"", ""building"", ""city"", ""corridor"", ""dock"", ""flare"", ""fog"", ""handrail"", ""headlight"", ""human"", ""lamp post"", ""led"", ""light"", ""lighting"", ""metropolis"", ""mist"", ""nature"", ""night"", ""ocean"", ""outdoors"", ""pedestrian"", ""person"", ""pier"", ""pollution"", ""port"", ""railing"", ""road"", ""sea"", ""silhouette"", ""smoke"", ""spotlight"", ""stage"", ""tarmac"", ""town"", ""urban"", ""water"", ""waterfront"", ""weather""]"
person,object_like,qdrant_keyword,2,cQPUosG9dQE,data\unsplash-lite\images\cQPUosG9dQE.jpg,2,"Full visual match. The person keyword improves visible human presence, although some people remain small or ambiguous.",person,not_applicable,good_match,2,a man standing in the middle of a street at night,"[""automobile"", ""building"", ""bus"", ""car"", ""city"", ""duel"", ""flare"", ""flooring"", ""headlight"", ""human"", ""laser"", ""led"", ""light"", ""lighting"", ""metropolis"", ""neon"", ""night life"", ""pedestrian"", ""person"", ""spotlight"", ""stage"", ""street photography"", ""town"", ""transportation"", ""urban"", ""vehicle""]"
person,object_like,qdrant_keyword,3,H5llhoZSm9Y,data\unsplash-lite\images\H5llhoZSm9Y.jpg,2,"Full visual match. The person keyword improves visible human presence, although some people remain small or ambiguous.",person,not_applicable,good_match,2,woman in black tank top standing near flowers in grayscale photography,"[""apparel"", ""art"", ""back"", ""black hair"", ""blossom"", ""clothing"", ""coat"", ""dance pose"", ""dress"", ""evening dress"", ""face"", ""fashion"", ""female"", ""finger"", ""floral design"", ""flower"", ""flower arrangement"", ""flower bouquet"", ""geranium"", ""girl"", ""gown"", ""graphics"", ""hair"", ""human"", ""leisure activities"", ""lingerie"", ""long sleeve"", ""musical instrument"", ""musician"", ""neck"", ""overcoat"", ""pattern"", ""people"", ""person"", ""photo"", ""photography"", ""plant"", ""pollen"", ""portrait"", ""railing"", ""robe"", ""silhouette"", ""skin"", ""sleeve"", ""suit"", ""tuxedo"", ""underwear"", ""wall"", ""woman""]"
person,object_like,qdrant_keyword,4,uMiU1Tmbd1Q,data\unsplash-lite\images\uMiU1Tmbd1Q.jpg,1,"Partial visual match. The person keyword improves visible human presence, although some people remain small or ambiguous.",person,not_applicable,partial_match,2,grayscale photo of man in crew-neck shirt,"[""adventure"", ""back"", ""composite"", ""dance pose"", ""ear"", ""experimental"", ""finger"", ""flare"", ""hair"", ""human"", ""leisure activities"", ""light"", ""moody"", ""night life"", ""person"", ""plant"", ""portrait"", ""shadow"", ""silhouette"", ""spirituality"", ""sydney"", ""tree"", ""tribe""]"
person,object_like,qdrant_keyword,5,VylXOtFALIc,data\unsplash-lite\images\VylXOtFALIc.jpg,2,"Full visual match. The person keyword improves visible human presence, although some people remain small or ambiguous.",person,not_applicable,good_match,2,woman holding hair,"[""apparel"", ""arcade game machine"", ""asphalt"", ""chef"", ""clothing"", ""coat"", ""female"", ""finger"", ""fireman"", ""hand"", ""human"", ""jacket"", ""lab coat"", ""long sleeve"", ""overcoat"", ""pants"", ""person"", ""shirt"", ""sitting"", ""sleeve"", ""stage"", ""suit"", ""tarmac"", ""text"", ""woman""]"
person,object_like,qdrant_keyword,6,J95m2xJR9YQ,data\unsplash-lite\images\J95m2xJR9YQ.jpg,2,"Full visual match. The person keyword improves visible human presence, although some people remain small or ambiguous.",person,not_applicable,good_match,2,girl standing near white car on road,"[""aurora"", ""automobile"", ""blue"", ""car"", ""cars"", ""clean"", ""club"", ""disco"", ""distortion"", ""entertainment"", ""event"", ""face"", ""focus"", ""fun"", ""girl"", ""glitter"", ""hair"", ""hand"", ""hue"", ""human"", ""leisure activities"", ""light"", ""lighting"", ""magic"", ""music"", ""nature"", ""night"", ""night club"", ""night life"", ""outdoors"", ""people"", ""person"", ""portrait"", ""red"", ""snapshot"", ""soft"", ""suit"", ""tones"", ""transportation"", ""tumblr"", ""vehicle""]"
person,object_like,qdrant_keyword,7,PWPjBNarV0k,data\unsplash-lite\images\PWPjBNarV0k.jpg,1,"Partial visual match. The person keyword improves visible human presence, although some people remain small or ambiguous.",person,not_applicable,partial_match,2,a man in a white shirt is seen through a window,"[""adventure"", ""advertisement"", ""apparel"", ""banister"", ""beach"", ""beard"", ""beauty"", ""blue"", ""clothing"", ""cloud"", ""coat"", ""crowd"", ""dark"", ""darkness"", ""ear"", ""face"", ""finger"", ""girl"", ""hair"", ""handrail"", ""hat"", ""head"", ""hood"", ""human"", ""jaw"", ""landscape"", ""leisure activities"", ""man"", ""mannequin"", ""nature"", ""outdoors"", ""outside"", ""overcoat"", ""person"", ""photo"", ""photography"", ""portrait"", ""poster"", ""red"", ""savage"", ""sleeve"", ""sweater"", ""sweatshirt"", ""veil"", ""water"", ""weather"", ""weird"", ""woman""]"
person,object_like,qdrant_keyword,8,YPA2Jg3lLKM,data\unsplash-lite\images\YPA2Jg3lLKM.jpg,2,"Full visual match. The person keyword improves visible human presence, although some people remain small or ambiguous.",person,not_applicable,good_match,2,man and woman kissing during golden hour,"[""cloud"", ""dating"", ""dawn"", ""dusk"", ""female"", ""horizon"", ""hug"", ""human"", ""kiss"", ""kissing"", ""landscape"", ""love"", ""make out"", ""nature"", ""nikon"", ""outdoors"", ""person"", ""photo"", ""photography"", ""plant"", ""red sky"", ""scenery"", ""silhouette"", ""sky"", ""standing"", ""sun"", ""sunlight"", ""sunrise"", ""sunset"", ""tree"", ""wedding""]"
person,object_like,qdrant_keyword,9,SazpfcJNDPQ,data\unsplash-lite\images\SazpfcJNDPQ.jpg,2,"Full visual match. The person keyword improves visible human presence, although some people remain small or ambiguous.",person,not_applicable,good_match,2,woman in brown long sleeve shirt and black skirt standing on gray concrete floor during daytime,"[""animal"", ""bee"", ""bird"", ""dinosaur"", ""dove"", ""eagle"", ""honey bee"", ""human"", ""insect"", ""invertebrate"", ""person"", ""pigeon"", ""reptile""]"
person,object_like,qdrant_keyword,10,od-2xks9Alc,data\unsplash-lite\images\od-2xks9Alc.jpg,2,"Full visual match. The person keyword improves visible human presence, although some people remain small or ambiguous.",person,not_applicable,good_match,2,a silhouette of a person looking out of a window,"[""afro hairstyle"", ""art"", ""backlighting"", ""darkness"", ""face"", ""female"", ""girl"", ""hair"", ""head"", ""human"", ""indoors"", ""interior design"", ""lady"", ""modern art"", ""people"", ""person"", ""portrait"", ""shadow"", ""silhouette"", ""sky"", ""spirituality"", ""visual arts"", ""window"", ""woman""]"
car,object_like,qdrant_semantic,1,84JNi-0BkAQ,data\unsplash-lite\images\84JNi-0BkAQ.jpg,2,"Full visual match. Mostly car imagery, with one clear failure and several partial vehicle/car-detail matches.",car,not_applicable,good_match,2,blue car parked beside rock formation,"[""alloy wheel"", ""automobile"", ""blue"", ""camaero"", ""car"", ""car wheel"", ""cars"", ""chevrolet"", ""chevy"", ""coupe"", ""desert"", ""dirt road"", ""freeway"", ""gravel"", ""ground"", ""highway"", ""machine"", ""mustang"", ""nature"", ""offroad"", ""outdoors"", ""plateau"", ""race car"", ""rally"", ""road"", ""sand"", ""sedan"", ""sky"", ""soil"", ""spoke"", ""sports car"", ""suv"", ""tire"", ""transportation"", ""vehicle"", ""wallpaper"", ""wheel""]"
car,object_like,qdrant_semantic,2,PkXHRgGSw4o,data\unsplash-lite\images\PkXHRgGSw4o.jpg,2,"Full visual match. Mostly car imagery, with one clear failure and several partial vehicle/car-detail matches.",car,not_applicable,good_match,2,red vehicle,"[""#car"", ""#corvair"", ""#dew"", ""#dream"", ""#vintage"", ""#vintagecar"", ""accessories"", ""accessory"", ""automobile"", ""car"", ""headlight"", ""light"", ""logo"", ""sunglasses"", ""symbol"", ""trademark"", ""transportation"", ""vehicle""]"
car,object_like,qdrant_semantic,3,BXlSfmhVEzE,data\unsplash-lite\images\BXlSfmhVEzE.jpg,2,"Full visual match. Mostly car imagery, with one clear failure and several partial vehicle/car-detail matches.",car,not_applicable,good_match,2,car headlight,"[""camera"", ""electronics"", ""headlight"", ""light""]"
car,object_like,qdrant_semantic,4,pl1Pp-mDzfw,data\unsplash-lite\images\pl1Pp-mDzfw.jpg,1,"Partial visual match. Mostly car imagery, with one clear failure and several partial vehicle/car-detail matches.",car,not_applicable,object_too_small,2,vehicle on road,"[""asphalt"", ""automobile"", ""car"", ""crowd"", ""flare"", ""fog"", ""freeway"", ""laser"", ""led"", ""light"", ""lighting"", ""nature"", ""road"", ""spotlight"", ""stage"", ""tarmac"", ""transportation"", ""vehicle""]"
car,object_like,qdrant_semantic,5,xeRDNkA04Y4,data\unsplash-lite\images\xeRDNkA04Y4.jpg,0,"Visual failure. Mostly car imagery, with one clear failure and several partial vehicle/car-detail matches.",none clear,not_applicable,wrong_object,0,high-angle view of empty roadway,"[""abies"", ""aerial view"", ""bush"", ""fir"", ""frost"", ""glacier"", ""hail"", ""ice"", ""land"", ""landscape"", ""mountain"", ""nature"", ""outdoors"", ""plant"", ""scenery"", ""snow"", ""tree"", ""vegetation""]"
car,object_like,qdrant_semantic,6,82JvJrB9deY,data\unsplash-lite\images\82JvJrB9deY.jpg,1,"Partial visual match. Mostly car imagery, with one clear failure and several partial vehicle/car-detail matches.",car,not_applicable,object_too_small,2,a rear view mirror with a sunset in the background,"[""adventure"", ""astronomy"", ""atmosphere"", ""car"", ""computer wallpaper"", ""darkness"", ""dawn"", ""drive"", ""dusk"", ""feel"", ""gliding"", ""heat"", ""hole"", ""leisure activities"", ""mirror"", ""moon"", ""nature"", ""night"", ""outdoors"", ""outer space"", ""phenomenon"", ""planet"", ""projector"", ""red sky"", ""silhouette"", ""sky"", ""space"", ""sunrise"", ""sunset"", ""universe"", ""vehicle"", ""window""]"
car,object_like,qdrant_semantic,7,qLnrOTpo5bA,data\unsplash-lite\images\qLnrOTpo5bA.jpg,2,"Full visual match. Mostly car imagery, with one clear failure and several partial vehicle/car-detail matches.",car,not_applicable,good_match,2,yellow Volkswagen Beetle,"[""auto"", ""background"", ""badge"", ""beetle"", ""brasil"", ""brazil"", ""car"", ""classic"", ""classy"", ""curitiba"", ""emblem"", ""fusca"", ""logo"", ""old"", ""parana"", ""photography"", ""plqml"", ""plqmr"", ""race"", ""racing"", ""symbol"", ""trademark"", ""vintage"", ""vw"", ""wallpaper"", ""wristwatch""]"
car,object_like,qdrant_semantic,8,fsBOigltAQc,data\unsplash-lite\images\fsBOigltAQc.jpg,1,"Partial visual match. Mostly car imagery, with one clear failure and several partial vehicle/car-detail matches.",car,not_applicable,object_too_small,2,white car in the middle of forest during night time,"[""alloy wheel"", ""astronomy"", ""automobile"", ""camping"", ""car"", ""car wheel"", ""coupe"", ""forest"", ""galaxy"", ""leisure activities"", ""light"", ""machine"", ""mountain tent"", ""nature"", ""night"", ""night photography"", ""night sky"", ""nightsky"", ""oregon"", ""outdoors"", ""outer space"", ""pnw"", ""sony"", ""space"", ""spoke"", ""sports car"", ""starry sky"", ""stars"", ""subaru"", ""tent"", ""tire"", ""transportation"", ""universe"", ""usa"", ""vehicle"", ""wheel""]"
car,object_like,qdrant_semantic,9,YBEyahCAcHU,data\unsplash-lite\images\YBEyahCAcHU.jpg,2,"Full visual match. Mostly car imagery, with one clear failure and several partial vehicle/car-detail matches.",car,not_applicable,good_match,2,teal classic Ford Mustang parked on side of road,"[""1960s"", ""60s"", ""american"", ""automobile"", ""automotive"", ""car"", ""car wheel"", ""cars"", ""classic"", ""coupe"", ""ford"", ""machine"", ""mustang"", ""old school"", ""sedan"", ""sky blue"", ""spoke"", ""sports car"", ""teal"", ""tire"", ""transportation"", ""turquoise"", ""vehicle"", ""vintage"", ""west hollywood"", ""wheel""]"
car,object_like,qdrant_semantic,10,hPbMO39Qcec,data\unsplash-lite\images\hPbMO39Qcec.jpg,1,"Partial visual match. Mostly car imagery, with one clear failure and several partial vehicle/car-detail matches.",car,not_applicable,object_too_small,2,man in black sunglasses on blue smoke,"[""aircraft"", ""astronomy"", ""aurora"", ""azure sky"", ""backgrounds"", ""car"", ""f-pace"", ""flare"", ""fog"", ""fpace"", ""horizon"", ""hurricane"", ""jaguar"", ""lagoon"", ""lake"", ""land"", ""light"", ""mood"", ""moon"", ""nature"", ""night"", ""ocean"", ""outdoors"", ""outer space"", ""sand"", ""scenery"", ""sea"", ""sky"", ""smoke"", ""snow"", ""space"", ""spaceship"", ""sphere"", ""storm"", ""sun"", ""tornado"", ""transportation"", ""universe"", ""vehicle"", ""wallpapers"", ""water"", ""weather"", ""windshield""]"
car,object_like,qdrant_keyword,1,84JNi-0BkAQ,data\unsplash-lite\images\84JNi-0BkAQ.jpg,2,"Full visual match. Keyword filtering keeps vehicles visible, but centrality varies and some results are partial vehicle-context matches.",car,not_applicable,good_match,2,blue car parked beside rock formation,"[""alloy wheel"", ""automobile"", ""blue"", ""camaero"", ""car"", ""car wheel"", ""cars"", ""chevrolet"", ""chevy"", ""coupe"", ""desert"", ""dirt road"", ""freeway"", ""gravel"", ""ground"", ""highway"", ""machine"", ""mustang"", ""nature"", ""offroad"", ""outdoors"", ""plateau"", ""race car"", ""rally"", ""road"", ""sand"", ""sedan"", ""sky"", ""soil"", ""spoke"", ""sports car"", ""suv"", ""tire"", ""transportation"", ""vehicle"", ""wallpaper"", ""wheel""]"
car,object_like,qdrant_keyword,2,PkXHRgGSw4o,data\unsplash-lite\images\PkXHRgGSw4o.jpg,2,"Full visual match. Keyword filtering keeps vehicles visible, but centrality varies and some results are partial vehicle-context matches.",car,not_applicable,good_match,2,red vehicle,"[""#car"", ""#corvair"", ""#dew"", ""#dream"", ""#vintage"", ""#vintagecar"", ""accessories"", ""accessory"", ""automobile"", ""car"", ""headlight"", ""light"", ""logo"", ""sunglasses"", ""symbol"", ""trademark"", ""transportation"", ""vehicle""]"
car,object_like,qdrant_keyword,3,pl1Pp-mDzfw,data\unsplash-lite\images\pl1Pp-mDzfw.jpg,1,"Partial visual match. Keyword filtering keeps vehicles visible, but centrality varies and some results are partial vehicle-context matches.",car,not_applicable,partial_match,2,vehicle on road,"[""asphalt"", ""automobile"", ""car"", ""crowd"", ""flare"", ""fog"", ""freeway"", ""laser"", ""led"", ""light"", ""lighting"", ""nature"", ""road"", ""spotlight"", ""stage"", ""tarmac"", ""transportation"", ""vehicle""]"
car,object_like,qdrant_keyword,4,82JvJrB9deY,data\unsplash-lite\images\82JvJrB9deY.jpg,1,"Partial visual match. Keyword filtering keeps vehicles visible, but centrality varies and some results are partial vehicle-context matches.",car,not_applicable,partial_match,2,a rear view mirror with a sunset in the background,"[""adventure"", ""astronomy"", ""atmosphere"", ""car"", ""computer wallpaper"", ""darkness"", ""dawn"", ""drive"", ""dusk"", ""feel"", ""gliding"", ""heat"", ""hole"", ""leisure activities"", ""mirror"", ""moon"", ""nature"", ""night"", ""outdoors"", ""outer space"", ""phenomenon"", ""planet"", ""projector"", ""red sky"", ""silhouette"", ""sky"", ""space"", ""sunrise"", ""sunset"", ""universe"", ""vehicle"", ""window""]"
